	KO30Cr1	KO30Cr2	KO20Cr1	KO20Cr2	WT30Cr1	WT30Cr2	WT20Cr1	WT20Cr2
YMR273C	92.0	109.0	192.0	218.0	168.0	158.0	149.0	73.0
YMR274C	46.0	33.0	76.0	87.0	50.0	70.0	58.0	36.0
YMR275C	116.0	132.0	305.0	280.0	164.0	212.0	246.0	104.0
YMR276W	1093.0	1266.0	2578.0	2480.0	1763.0	2318.0	1768.0	950.0
YMR277W	150.0	139.0	308.0	313.0	187.0	246.0	212.0	114.0
YMR278W	205.0	187.0	450.0	402.0	277.0	337.0	310.0	146.0
YMR280C	26.0	22.0	16.0	16.0	24.0	17.0	8.0	6.0
YMR281W	63.0	63.0	102.0	97.0	107.0	140.0	87.0	81.0
YMR282C	29.0	41.0	100.0	103.0	53.0	99.0	92.0	36.0
YMR283C	41.0	28.0	91.0	112.0	54.0	61.0	71.0	32.0
YMR284W	32.0	37.0	81.0	69.0	63.0	97.0	89.0	37.0
YMR285C	136.0	143.0	428.0	394.0	197.0	242.0	246.0	133.0
YMR286W	62.0	77.0	223.0	247.0	79.0	132.0	162.0	78.0
YMR287C	32.0	38.0	109.0	85.0	51.0	59.0	79.0	33.0
YMR288W	104.0	114.0	277.0	308.0	149.0	199.0	185.0	112.0
YMR289W	74.0	71.0	201.0	188.0	111.0	150.0	120.0	64.0
YMR290C	746.0	832.0	3011.0	2765.0	1208.0	1591.0	1750.0	1029.0
YMR291W	152.0	170.0	385.0	459.0	265.0	294.0	471.0	270.0
YMR292W	125.0	143.0	323.0	321.0	237.0	291.0	174.0	107.0
YMR293C	37.0	37.0	88.0	77.0	37.0	47.0	80.0	38.0
YMR294W	30.0	28.0	50.0	60.0	36.0	39.0	38.0	15.0
YMR295C	560.0	558.0	1572.0	1687.0	870.0	1110.0	1206.0	608.0
YMR296C	429.0	425.0	1016.0	950.0	598.0	699.0	744.0	421.0
YMR297W	1340.0	1344.0	3126.0	3128.0	1897.0	2540.0	2652.0	1486.0
YMR298W	335.0	350.0	850.0	902.0	480.0	562.0	546.0	240.0
YMR299C	21.0	13.0	45.0	45.0	31.0	48.0	20.0	18.0
YMR300C	401.0	392.0	1104.0	988.0	540.0	687.0	964.0	547.0
YMR301C	112.0	130.0	270.0	301.0	152.0	220.0	178.0	115.0
YMR302C	154.0	149.0	329.0	345.0	180.0	273.0	229.0	114.0
YMR303C	127.0	96.0	108.0	112.0	220.0	389.0	322.0	191.0
YMR304W	225.0	296.0	490.0	521.0	382.0	498.0	486.0	243.0
YMR305C	1207.0	1407.0	3778.0	3452.0	2138.0	2654.0	2827.0	1451.0
YMR306W	1.0	1.0	2.0	5.0	2.0	1.0	3.0	1.0
YMR307W	5979.0	6435.0	12236.0	11362.0	10387.0	13742.0	10587.0	5500.0
YMR308C	723.0	755.0	1534.0	1440.0	1121.0	1354.0	1062.0	523.0
YMR309C	1485.0	1507.0	3822.0	3782.0	2268.0	2965.0	2941.0	1609.0
YMR310C	85.0	83.0	215.0	191.0	114.0	131.0	128.0	80.0
YMR311C	226.0	237.0	606.0	610.0	369.0	435.0	477.0	240.0
YMR312W	88.0	80.0	132.0	140.0	137.0	155.0	118.0	70.0
YMR313C	135.0	116.0	324.0	359.0	118.0	169.0	182.0	88.0
YMR314W	491.0	485.0	1398.0	1317.0	726.0	944.0	913.0	572.0
YMR315W	809.0	807.0	1206.0	1215.0	1162.0	1696.0	1194.0	684.0
YMR316W	12.0	24.0	135.0	115.0	22.0	27.0	38.0	22.0
YMR318C	880.0	921.0	2395.0	2415.0	1293.0	1796.0	1624.0	878.0
YMR319C	23.0	18.0	262.0	249.0	77.0	65.0	226.0	135.0
YNL001W	175.0	204.0	728.0	693.0	298.0	400.0	408.0	215.0
YNL002C	498.0	536.0	1907.0	1737.0	654.0	881.0	1101.0	533.0
YNL003C	45.0	45.0	102.0	121.0	70.0	98.0	98.0	66.0
YNL004W	177.0	193.0	508.0	482.0	300.0	379.0	357.0	184.0
YNL005C	124.0	128.0	337.0	330.0	222.0	289.0	260.0	146.0
YNL006W	77.0	75.0	180.0	200.0	100.0	124.0	155.0	75.0
YNL007C	1613.0	1758.0	3158.0	3193.0	2639.0	3262.0	3424.0	1872.0
YNL008C	99.0	99.0	261.0	250.0	139.0	182.0	133.0	77.0
YNL009W	9.0	10.0	36.0	40.0	16.0	20.0	39.0	15.0
YNL010W	834.0	907.0	2628.0	2576.0	1570.0	1989.0	2281.0	1160.0
YNL011C	36.0	47.0	86.0	99.0	64.0	77.0	68.0	37.0
YNL012W	1.0	1.0	18.0	9.0	9.0	12.0	6.0	2.0
YNL014W	63.0	37.0	25.0	17.0	73.0	73.0	26.0	61.0
YNL015W	339.0	348.0	473.0	439.0	423.0	563.0	343.0	204.0
YNL016W	2048.0	2377.0	5923.0	5542.0	3289.0	4472.0	4494.0	2457.0
YNL020C	47.0	53.0	88.0	103.0	92.0	88.0	87.0	43.0
YNL021W	169.0	142.0	331.0	282.0	247.0	290.0	277.0	142.0
YNL022C	93.0	90.0	309.0	287.0	156.0	201.0	182.0	108.0
YNL023C	94.0	89.0	241.0	221.0	148.0	194.0	207.0	104.0
YNL024C	13.0	8.0	74.0	83.0	18.0	13.0	58.0	39.0
YNL024C-A	150.0	141.0	365.0	438.0	192.0	212.0	190.0	134.0
YNL025C	30.0	27.0	65.0	57.0	38.0	44.0	47.0	27.0
YNL026W	110.0	118.0	273.0	280.0	157.0	205.0	196.0	94.0
YNL027W	190.0	179.0	416.0	411.0	233.0	268.0	305.0	148.0
YNL029C	24.0	22.0	48.0	40.0	36.0	56.0	55.0	39.0
YNL030W	1090.0	1129.0	2316.0	2397.0	1338.0	1665.0	1262.0	870.0
YNL031C	1416.0	1530.0	3559.0	3678.0	2348.0	3245.0	2523.0	1529.0
YNL032W	54.0	63.0	160.0	158.0	85.0	71.0	95.0	71.0
YNL035C	122.0	129.0	259.0	259.0	184.0	235.0	212.0	89.0
YNL036W	226.0	242.0	734.0	909.0	244.0	422.0	687.0	382.0
YNL037C	585.0	583.0	1947.0	1906.0	765.0	963.0	2370.0	1146.0
YNL038W	34.0	32.0	80.0	106.0	55.0	56.0	47.0	39.0
YNL039W	102.0	125.0	290.0	279.0	195.0	211.0	218.0	99.0
YNL040W	40.0	54.0	34.0	14.0	106.0	161.0	81.0	41.0
YNL041C	147.0	143.0	418.0	385.0	225.0	247.0	332.0	164.0
YNL042W	43.0	30.0	75.0	51.0	32.0	46.0	42.0	15.0
YNL044W	389.0	370.0	871.0	909.0	592.0	828.0	538.0	321.0
YNL045W	358.0	403.0	764.0	731.0	518.0	674.0	622.0	321.0
YNL046W	27.0	23.0	42.0	36.0	44.0	36.0	28.0	21.0
YNL047C	49.0	64.0	138.0	145.0	66.0	91.0	106.0	53.0
YNL048W	112.0	98.0	312.0	254.0	179.0	226.0	219.0	119.0
YNL049C	169.0	172.0	484.0	432.0	303.0	412.0	528.0	218.0
YNL050C	90.0	91.0	292.0	266.0	147.0	167.0	193.0	94.0
YNL051W	88.0	81.0	181.0	167.0	112.0	111.0	121.0	74.0
YNL052W	391.0	393.0	1106.0	1209.0	437.0	576.0	443.0	236.0
YNL053W	49.0	60.0	158.0	152.0	77.0	84.0	87.0	45.0
YNL054W	118.0	153.0	302.0	276.0	180.0	210.0	212.0	112.0
YNL054W-A	33.0	41.0	21.0	27.0	56.0	52.0	66.0	36.0
YNL055C	3229.0	3436.0	3741.0	3792.0	4283.0	6441.0	3297.0	1834.0
YNL056W	71.0	65.0	192.0	175.0	92.0	97.0	88.0	56.0
YNL058C	179.0	160.0	372.0	381.0	225.0	272.0	198.0	131.0
YNL059C	183.0	175.0	436.0	516.0	297.0	344.0	414.0	194.0
YNL061W	512.0	486.0	2088.0	2009.0	791.0	1024.0	1234.0	704.0
YNL062C	219.0	229.0	788.0	694.0	338.0	440.0	378.0	231.0
YNL063W	9.0	17.0	33.0	34.0	20.0	29.0	20.0	18.0
YNL064C	2508.0	2780.0	6525.0	6350.0	3933.0	5205.0	4773.0	2667.0
YNL065W	105.0	91.0	299.0	261.0	169.0	198.0	313.0	180.0
YNL066W	829.0	889.0	1581.0	1383.0	1266.0	1660.0	1215.0	671.0
YNL067W	841.0	928.0	1732.0	1601.0	2243.0	3028.0	2989.0	1553.0
YNL068C	130.0	131.0	270.0	270.0	210.0	201.0	194.0	96.0
YNL069C	7005.0	7423.0	19918.0	19014.0	11405.0	14845.0	13450.0	7055.0
YNL070W	260.0	268.0	558.0	574.0	454.0	540.0	476.0	277.0
YNL071W	1663.0	1650.0	2576.0	2449.0	2519.0	3102.0	2064.0	1013.0
YNL072W	71.0	75.0	165.0	174.0	108.0	154.0	129.0	67.0
YNL073W	54.0	44.0	100.0	89.0	82.0	88.0	89.0	55.0
YNL074C	221.0	254.0	501.0	427.0	339.0	412.0	317.0	156.0
YNL075W	197.0	213.0	896.0	819.0	273.0	413.0	416.0	214.0
YNL076W	84.0	91.0	201.0	219.0	116.0	126.0	112.0	68.0
YNL077W	34.0	44.0	73.0	48.0	59.0	56.0	69.0	35.0
YNL078W	131.0	126.0	232.0	228.0	158.0	201.0	189.0	95.0
YNL079C	943.0	964.0	2114.0	2237.0	1570.0	1913.0	1759.0	970.0
YNL080C	57.0	46.0	98.0	96.0	60.0	85.0	90.0	56.0
YNL081C	97.0	108.0	186.0	242.0	192.0	185.0	170.0	101.0
YNL082W	90.0	84.0	207.0	185.0	135.0	177.0	147.0	59.0
YNL083W	23.0	31.0	103.0	86.0	36.0	58.0	77.0	31.0
YNL084C	332.0	379.0	983.0	972.0	460.0	651.0	607.0	314.0
YNL085W	673.0	708.0	1620.0	1428.0	1042.0	1251.0	1099.0	565.0
YNL086W	20.0	13.0	34.0	34.0	27.0	35.0	33.0	13.0
YNL087W	294.0	288.0	596.0	578.0	571.0	638.0	720.0	365.0
YNL088W	429.0	406.0	819.0	726.0	640.0	770.0	687.0	348.0
YNL090W	73.0	89.0	183.0	153.0	103.0	146.0	112.0	53.0
YNL091W	233.0	198.0	536.0	519.0	287.0	373.0	361.0	190.0
YNL092W	28.0	17.0	29.0	22.0	29.0	41.0	19.0	8.0
YNL094W	24.0	30.0	82.0	69.0	50.0	58.0	63.0	33.0
YNL095C	28.0	26.0	69.0	63.0	52.0	69.0	91.0	41.0
YNL096C	2988.0	3232.0	8717.0	8352.0	4350.0	5541.0	4940.0	2793.0
YNL097C	69.0	58.0	184.0	168.0	88.0	117.0	104.0	70.0
YNL098C	533.0	555.0	916.0	864.0	793.0	952.0	849.0	433.0
YNL099C	118.0	99.0	262.0	250.0	145.0	180.0	211.0	102.0
YNL100W	128.0	130.0	306.0	365.0	138.0	167.0	130.0	88.0
YNL101W	86.0	108.0	256.0	241.0	142.0	167.0	182.0	100.0
YNL102W	282.0	378.0	743.0	730.0	567.0	643.0	558.0	273.0
YNL103W	110.0	153.0	268.0	262.0	221.0	271.0	250.0	128.0
YNL104C	775.0	771.0	1609.0	1536.0	1327.0	1819.0	1826.0	1000.0
YNL106C	76.0	95.0	226.0	177.0	103.0	132.0	164.0	86.0
YNL107W	51.0	46.0	116.0	105.0	73.0	81.0	82.0	40.0
YNL108C	222.0	208.0	689.0	599.0	316.0	406.0	401.0	226.0
YNL110C	374.0	345.0	1319.0	1323.0	554.0	665.0	833.0	423.0
YNL111C	211.0	217.0	452.0	417.0	377.0	411.0	304.0	175.0
YNL112W	1707.0	1746.0	7893.0	7521.0	2382.0	3327.0	4367.0	2412.0
YNL113W	341.0	311.0	938.0	839.0	482.0	592.0	467.0	244.0
YNL115C	188.0	190.0	476.0	442.0	214.0	296.0	342.0	175.0
YNL116W	107.0	112.0	177.0	172.0	169.0	220.0	120.0	74.0
YNL118C	434.0	485.0	1309.0	1248.0	587.0	627.0	762.0	393.0
YNL119W	102.0	86.0	283.0	273.0	128.0	147.0	163.0	88.0
YNL121C	800.0	816.0	2002.0	1924.0	1573.0	1758.0	2292.0	1170.0
YNL122C	54.0	53.0	127.0	122.0	101.0	138.0	123.0	53.0
YNL123W	500.0	499.0	1515.0	1517.0	738.0	945.0	1014.0	522.0
YNL124W	75.0	95.0	474.0	408.0	142.0	186.0	284.0	151.0
YNL125C	52.0	50.0	129.0	103.0	70.0	90.0	82.0	46.0
YNL126W	90.0	77.0	198.0	210.0	114.0	168.0	108.0	72.0
YNL127W	81.0	81.0	220.0	199.0	112.0	127.0	129.0	71.0
YNL128W	3.0	3.0	4.0	1.0	5.0	6.0	5.0	1.0
YNL129W	76.0	75.0	184.0	151.0	124.0	158.0	139.0	61.0
YNL130C	571.0	574.0	724.0	704.0	782.0	1032.0	610.0	365.0
YNL131W	650.0	664.0	1763.0	1822.0	1107.0	1394.0	1374.0	787.0
YNL132W	602.0	587.0	2129.0	1836.0	1029.0	1198.0	1419.0	703.0
YNL133C	33.0	28.0	80.0	73.0	58.0	61.0	52.0	16.0
YNL134C	613.0	639.0	3223.0	3526.0	1378.0	1932.0	4223.0	2324.0
YNL135C	1818.0	1976.0	4845.0	4645.0	2355.0	3404.0	3102.0	1542.0
YNL136W	47.0	42.0	122.0	106.0	56.0	64.0	69.0	46.0
YNL137C	201.0	237.0	520.0	456.0	259.0	372.0	402.0	223.0
YNL138W	1282.0	1335.0	2384.0	2287.0	2106.0	2663.0	2263.0	1204.0
YNL138W-A	53.0	62.0	97.0	108.0	96.0	82.0	43.0	35.0
YNL139C	279.0	264.0	689.0	667.0	424.0	460.0	472.0	253.0
YNL141W	344.0	327.0	1164.0	1063.0	568.0	753.0	833.0	467.0
YNL142W	9.0	14.0	24.0	19.0	29.0	19.0	29.0	16.0
YNL143C	152.0	157.0	191.0	250.0	161.0	129.0	140.0	201.0
YNL144C	10.0	6.0	35.0	30.0	17.0	10.0	22.0	8.0
YNL146W	15.0	19.0	46.0	51.0	21.0	21.0	35.0	14.0
YNL147W	247.0	261.0	569.0	580.0	338.0	400.0	322.0	227.0
YNL148C	27.0	32.0	79.0	88.0	36.0	53.0	61.0	30.0
YNL149C	232.0	187.0	740.0	734.0	337.0	414.0	456.0	252.0
YNL151C	113.0	91.0	345.0	332.0	172.0	227.0	247.0	92.0
YNL152W	64.0	57.0	182.0	183.0	80.0	102.0	123.0	53.0
YNL153C	130.0	179.0	487.0	461.0	197.0	244.0	215.0	100.0
YNL154C	365.0	460.0	905.0	939.0	638.0	854.0	804.0	421.0
YNL155W	141.0	168.0	226.0	245.0	220.0	302.0	229.0	113.0
YNL156C	116.0	143.0	302.0	242.0	191.0	204.0	211.0	124.0
YNL157W	125.0	141.0	364.0	386.0	170.0	219.0	207.0	116.0
YNL158W	47.0	45.0	119.0	115.0	88.0	107.0	69.0	40.0
YNL159C	65.0	58.0	122.0	123.0	109.0	117.0	106.0	53.0
YNL160W	2515.0	2843.0	9598.0	10184.0	2652.0	3728.0	4377.0	2394.0
YNL161W	179.0	207.0	415.0	407.0	282.0	363.0	337.0	181.0
YNL162W	1037.0	1034.0	2361.0	2502.0	1365.0	1798.0	1244.0	869.0
YNL162W-A	20.0	18.0	69.0	59.0	31.0	47.0	34.0	21.0
YNL163C	216.0	233.0	813.0	783.0	374.0	453.0	546.0	266.0
YNL164C	58.0	56.0	148.0	153.0	68.0	92.0	97.0	52.0
YNL165W	19.0	51.0	73.0	76.0	41.0	58.0	67.0	50.0
YNL166C	206.0	247.0	461.0	484.0	326.0	421.0	363.0	160.0
YNL167C	69.0	85.0	181.0	182.0	129.0	152.0	150.0	78.0
YNL168C	179.0	173.0	304.0	306.0	341.0	403.0	281.0	140.0
YNL169C	281.0	267.0	610.0	572.0	443.0	540.0	640.0	292.0
YNL172W	51.0	54.0	140.0	114.0	71.0	86.0	112.0	36.0
YNL173C	206.0	250.0	466.0	528.0	292.0	371.0	381.0	233.0
YNL175C	381.0	355.0	1215.0	1088.0	650.0	832.0	866.0	443.0
YNL176C	43.0	69.0	128.0	125.0	90.0	106.0	98.0	40.0
YNL177C	138.0	151.0	321.0	377.0	219.0	285.0	303.0	152.0
YNL178W	8971.0	9524.0	20699.0	20124.0	18113.0	23416.0	21015.0	11240.0
YNL180C	199.0	166.0	529.0	573.0	291.0	312.0	423.0	239.0
YNL181W	166.0	176.0	539.0	521.0	269.0	353.0	371.0	209.0
YNL182C	155.0	200.0	744.0	624.0	278.0	330.0	357.0	212.0
YNL183C	114.0	137.0	265.0	253.0	198.0	232.0	266.0	107.0
YNL185C	74.0	61.0	169.0	153.0	101.0	135.0	151.0	72.0
YNL186W	244.0	262.0	800.0	769.0	344.0	458.0	493.0	255.0
YNL188W	21.0	21.0	72.0	71.0	47.0	42.0	43.0	28.0
YNL189W	1092.0	1144.0	2285.0	2190.0	1678.0	2237.0	1779.0	977.0
YNL190W	791.0	857.0	2012.0	1930.0	1209.0	1647.0	1256.0	667.0
YNL191W	59.0	52.0	125.0	118.0	65.0	95.0	66.0	39.0
YNL192W	353.0	393.0	917.0	853.0	552.0	608.0	628.0	274.0
YNL193W	77.0	85.0	142.0	151.0	116.0	164.0	113.0	64.0
YNL194C	14.0	19.0	4.0	2.0	11.0	15.0	7.0	9.0
YNL195C	4.0	9.0	4.0	2.0	5.0	12.0	4.0	2.0
YNL197C	229.0	257.0	570.0	501.0	370.0	432.0	394.0	205.0
YNL199C	97.0	119.0	257.0	256.0	167.0	213.0	195.0	92.0
YNL200C	96.0	123.0	199.0	205.0	138.0	156.0	134.0	82.0
YNL201C	132.0	164.0	442.0	411.0	177.0	272.0	264.0	145.0
YNL202W	4.0	4.0	17.0	27.0	13.0	17.0	69.0	26.0
YNL206C	118.0	101.0	236.0	283.0	155.0	180.0	171.0	121.0
YNL207W	219.0	225.0	676.0	598.0	312.0	446.0	387.0	206.0
YNL208W	1321.0	1487.0	3101.0	3483.0	1953.0	2789.0	2994.0	1693.0
YNL209W	3927.0	4260.0	10275.0	10010.0	5897.0	7818.0	6989.0	3328.0
YNL211C	9.0	8.0	15.0	29.0	15.0	12.0	4.0	4.0
YNL212W	243.0	289.0	655.0	622.0	368.0	479.0	475.0	283.0
YNL213C	24.0	17.0	80.0	49.0	27.0	35.0	36.0	18.0
YNL214W	31.0	29.0	75.0	82.0	41.0	44.0	56.0	27.0
YNL215W	103.0	129.0	276.0	285.0	139.0	167.0	206.0	99.0
YNL216W	517.0	591.0	1186.0	1120.0	750.0	1030.0	881.0	490.0
YNL217W	42.0	36.0	141.0	166.0	82.0	81.0	154.0	86.0
YNL218W	47.0	55.0	143.0	132.0	81.0	99.0	108.0	59.0
YNL219C	219.0	219.0	557.0	568.0	341.0	432.0	424.0	269.0
YNL220W	412.0	478.0	862.0	880.0	822.0	1129.0	2203.0	1096.0
YNL221C	120.0	137.0	371.0	377.0	183.0	217.0	217.0	122.0
YNL222W	96.0	84.0	223.0	214.0	107.0	159.0	108.0	72.0
YNL223W	38.0	34.0	71.0	93.0	52.0	42.0	71.0	24.0
YNL224C	131.0	113.0	302.0	303.0	158.0	203.0	199.0	99.0
YNL225C	65.0	74.0	194.0	214.0	117.0	108.0	116.0	61.0
YNL227C	74.0	71.0	236.0	208.0	123.0	135.0	144.0	74.0
YNL229C	189.0	181.0	435.0	445.0	274.0	320.0	347.0	223.0
YNL230C	14.0	9.0	27.0	29.0	27.0	23.0	20.0	16.0
YNL231C	366.0	395.0	1039.0	1051.0	598.0	697.0	1015.0	534.0
YNL232W	154.0	170.0	714.0	711.0	247.0	330.0	350.0	159.0
YNL233W	151.0	190.0	387.0	322.0	224.0	260.0	252.0	118.0
YNL234W	21.0	23.0	80.0	85.0	36.0	35.0	44.0	35.0
YNL236W	113.0	114.0	272.0	277.0	166.0	181.0	185.0	101.0
YNL237W	14.0	26.0	57.0	64.0	26.0	37.0	66.0	35.0
YNL238W	136.0	141.0	322.0	284.0	256.0	273.0	293.0	160.0
YNL239W	331.0	312.0	489.0	465.0	587.0	813.0	1040.0	564.0
YNL240C	72.0	97.0	190.0	179.0	101.0	141.0	182.0	87.0
YNL241C	536.0	553.0	1397.0	1490.0	760.0	1034.0	1257.0	623.0
YNL242W	94.0	78.0	116.0	100.0	123.0	153.0	107.0	71.0
YNL243W	634.0	690.0	1175.0	1251.0	973.0	1284.0	1038.0	557.0
YNL244C	695.0	670.0	2224.0	2120.0	1077.0	1326.0	1220.0	765.0
YNL245C	45.0	37.0	108.0	103.0	49.0	83.0	70.0	31.0
YNL246W	107.0	129.0	234.0	207.0	175.0	259.0	149.0	102.0
YNL247W	966.0	1021.0	2500.0	2284.0	1654.0	2024.0	1976.0	986.0
YNL248C	616.0	611.0	1716.0	1687.0	886.0	1104.0	1036.0	595.0
YNL249C	30.0	28.0	69.0	70.0	36.0	40.0	58.0	23.0
YNL250W	63.0	81.0	167.0	154.0	77.0	100.0	126.0	58.0
YNL251C	330.0	402.0	900.0	852.0	531.0	709.0	669.0	426.0
YNL252C	118.0	101.0	307.0	292.0	165.0	181.0	183.0	90.0
YNL253W	68.0	78.0	121.0	120.0	107.0	121.0	153.0	61.0
YNL254C	22.0	28.0	71.0	89.0	34.0	36.0	38.0	33.0
YNL255C	1032.0	1114.0	4684.0	4489.0	1697.0	2203.0	2554.0	1429.0
YNL256W	142.0	148.0	460.0	448.0	263.0	350.0	431.0	219.0
YNL257C	79.0	88.0	192.0	234.0	138.0	165.0	172.0	97.0
YNL258C	128.0	152.0	355.0	341.0	213.0	240.0	233.0	117.0
YNL259C	80.0	49.0	165.0	167.0	162.0	154.0	170.0	92.0
YNL260C	41.0	57.0	113.0	151.0	77.0	89.0	98.0	60.0
YNL261W	67.0	89.0	250.0	207.0	104.0	119.0	112.0	62.0
YNL262W	257.0	239.0	490.0	478.0	369.0	386.0	390.0	199.0
YNL263C	314.0	280.0	722.0	695.0	372.0	522.0	399.0	239.0
YNL264C	136.0	132.0	361.0	339.0	189.0	243.0	293.0	137.0
YNL265C	147.0	155.0	335.0	341.0	195.0	204.0	240.0	131.0
YNL267W	175.0	191.0	486.0	485.0	239.0	251.0	241.0	138.0
YNL268W	587.0	657.0	1778.0	1734.0	885.0	1150.0	1243.0	671.0
YNL270C	2.0	4.0	5.0	6.0	7.0	5.0	8.0	1.0
YNL271C	237.0	236.0	609.0	585.0	353.0	385.0	428.0	227.0
YNL272C	104.0	109.0	244.0	250.0	170.0	164.0	189.0	109.0
YNL273W	103.0	87.0	207.0	205.0	133.0	145.0	131.0	80.0
YNL274C	194.0	207.0	242.0	281.0	203.0	304.0	220.0	95.0
YNL275W	47.0	26.0	98.0	94.0	44.0	66.0	70.0	33.0
YNL277W	2.0	4.0	6.0	4.0	4.0	6.0	2.0	2.0
YNL278W	70.0	96.0	161.0	176.0	143.0	141.0	165.0	86.0
YNL279W	53.0	42.0	106.0	83.0	37.0	23.0	52.0	14.0
YNL280C	271.0	248.0	845.0	763.0	405.0	561.0	597.0	330.0
YNL281W	320.0	320.0	454.0	352.0	438.0	601.0	287.0	201.0
YNL282W	46.0	55.0	202.0	205.0	56.0	61.0	77.0	40.0
YNL283C	78.0	97.0	112.0	120.0	137.0	173.0	108.0	62.0
YNL284C	131.0	111.0	324.0	296.0	169.0	229.0	205.0	144.0
YNL286W	47.0	42.0	116.0	81.0	49.0	82.0	73.0	33.0
YNL287W	1118.0	1268.0	2768.0	2654.0	1963.0	2364.0	2241.0	1160.0
YNL288W	123.0	146.0	428.0	438.0	208.0	238.0	281.0	147.0
YNL289W	232.0	222.0	485.0	517.0	269.0	314.0	267.0	171.0
YNL290W	155.0	142.0	332.0	339.0	248.0	319.0	245.0	133.0
YNL291C	49.0	88.0	155.0	215.0	108.0	123.0	154.0	82.0
YNL292W	137.0	136.0	457.0	414.0	249.0	285.0	338.0	184.0
YNL293W	36.0	61.0	172.0	156.0	71.0	89.0	113.0	49.0
YNL294C	21.0	29.0	51.0	66.0	29.0	32.0	30.0	19.0
YNL295W	36.0	49.0	140.0	117.0	49.0	68.0	79.0	44.0
YNL297C	238.0	216.0	504.0	497.0	313.0	339.0	395.0	220.0
YNL298W	142.0	153.0	409.0	361.0	196.0	257.0	223.0	106.0
YNL299W	57.0	64.0	155.0	139.0	58.0	93.0	98.0	50.0
YNL300W	498.0	642.0	927.0	951.0	833.0	1124.0	619.0	386.0
YNL301C	603.0	638.0	1021.0	991.0	1053.0	1405.0	960.0	454.0
YNL302C	3117.0	3291.0	8566.0	8453.0	5397.0	6728.0	5753.0	3078.0
YNL304W	36.0	52.0	100.0	97.0	82.0	82.0	64.0	48.0
YNL305C	143.0	171.0	317.0	317.0	170.0	232.0	230.0	121.0
YNL306W	130.0	136.0	242.0	236.0	223.0	283.0	209.0	110.0
YNL307C	515.0	477.0	941.0	910.0	736.0	860.0	820.0	404.0
YNL308C	371.0	378.0	1398.0	1385.0	589.0	707.0	785.0	412.0
YNL309W	109.0	86.0	226.0	208.0	139.0	171.0	130.0	63.0
YNL310C	90.0	106.0	165.0	195.0	150.0	167.0	133.0	75.0
YNL311C	39.0	39.0	83.0	83.0	60.0	76.0	96.0	45.0
YNL312W	202.0	234.0	472.0	506.0	354.0	490.0	428.0	260.0
YNL313C	420.0	435.0	1021.0	1026.0	569.0	661.0	731.0	400.0
YNL314W	17.0	20.0	52.0	45.0	31.0	28.0	33.0	11.0
YNL315C	87.0	131.0	203.0	200.0	173.0	187.0	242.0	126.0
YNL316C	54.0	76.0	137.0	132.0	80.0	104.0	97.0	65.0
YNL317W	64.0	78.0	151.0	157.0	120.0	105.0	120.0	58.0
YNL320W	55.0	62.0	164.0	149.0	89.0	108.0	118.0	63.0
YNL321W	133.0	124.0	196.0	221.0	186.0	245.0	207.0	116.0
YNL322C	443.0	470.0	892.0	897.0	780.0	932.0	781.0	394.0
YNL323W	309.0	280.0	803.0	741.0	432.0	482.0	476.0	272.0
YNL325C	56.0	50.0	112.0	119.0	70.0	92.0	79.0	46.0
YNL326C	30.0	27.0	91.0	93.0	57.0	73.0	71.0	32.0
YNL327W	1374.0	1470.0	2744.0	2485.0	2177.0	2742.0	2290.0	1119.0
YNL328C	12.0	14.0	11.0	29.0	18.0	17.0	8.0	5.0
YNL329C	47.0	56.0	150.0	152.0	80.0	91.0	97.0	39.0
YNL330C	192.0	186.0	461.0	419.0	280.0	377.0	328.0	200.0
YNL331C	3.0	1.0	6.0	5.0	1.0	3.0	3.0	3.0
YNL336W	17.0	7.0	32.0	53.0	19.0	15.0	16.0	13.0
YNR001C	623.0	629.0	1428.0	1555.0	859.0	1097.0	1383.0	735.0
YNR003C	144.0	150.0	461.0	466.0	224.0	250.0	245.0	136.0
YNR004W	10.0	8.0	43.0	42.0	9.0	14.0	15.0	9.0
YNR006W	167.0	170.0	449.0	491.0	240.0	307.0	334.0	173.0
YNR007C	51.0	61.0	179.0	177.0	76.0	99.0	132.0	52.0
YNR008W	185.0	189.0	391.0	357.0	283.0	388.0	317.0	173.0
YNR009W	94.0	91.0	140.0	157.0	145.0	186.0	133.0	77.0
YNR010W	54.0	51.0	165.0	135.0	56.0	85.0	70.0	42.0
YNR011C	87.0	85.0	198.0	214.0	129.0	146.0	160.0	72.0
YNR012W	74.0	96.0	234.0	205.0	158.0	210.0	148.0	83.0
YNR013C	397.0	405.0	1123.0	1044.0	528.0	650.0	662.0	347.0
YNR014W	64.0	70.0	102.0	103.0	61.0	63.0	53.0	38.0
YNR015W	74.0	85.0	225.0	230.0	118.0	163.0	155.0	95.0
YNR016C	8783.0	9924.0	15398.0	13946.0	13291.0	16429.0	13538.0	6672.0
YNR017W	335.0	358.0	781.0	772.0	456.0	659.0	631.0	354.0
YNR018W	432.0	400.0	1009.0	988.0	596.0	776.0	699.0	383.0
YNR019W	322.0	328.0	879.0	904.0	454.0	549.0	730.0	406.0
YNR020C	37.0	40.0	117.0	123.0	41.0	81.0	123.0	58.0
YNR021W	605.0	633.0	1759.0	1690.0	859.0	1125.0	1165.0	548.0
